time, x, y
2024-07-22-11-21-20,4054.6061992645264,1.99983e-05
2024-07-22-11-21-23,7052.8929233551025,2.0131622e-05
2024-07-22-11-21-26,10062.346935272217,1.9731656000000002e-05
2024-07-22-11-21-29,13083.134174346924,2.0131622e-05
2024-07-22-11-21-32,16067.242860794067,2.0131622e-05
